index	label	text
233	3	"宋朝的时候,有一回黄河发大水,冲断了河中府城外的一座浮桥。河两岸拴住浮桥的八只大铁牛,也被大水冲走了,陷在河底的淤泥里。
洪水退了,马上要重修浮桥。可是有哪个大力士能把那么笨重的铁牛捞起来呢？人们正在议论纷纷,一个和尚说:“我来试试看。铁牛是被水冲走的,我还叫水把它们送回来。”
和尚先请熟悉水性的人潜到水底,摸清了铁牛沉在哪儿。他让人准备两只很大的木船,船上装满泥沙,慢慢行驶到铁牛沉没的地方。船停稳了,他叫人把两只船并排拴得紧紧的,用结实的木料搭个架子,跨在两只船上。又请熟悉水性的人带了很粗的绳子潜到水底,把绳子的一头牢牢地拴住铁牛,绳子的别一头绑在两只大船之间的架子上。
准备工作做好了,和尚请水手们一起动手,把船上的泥沙铲到黄河里去。船里的泥沙渐渐地少了,船身慢慢地向上浮,拴住铁牛的绳子越绷越紧,铁牛一点儿一点儿地从淤泥里向上拔。船上的泥沙铲空了,铁牛也离开了河底。和尚让水手们使劲划桨,两只大船终于把水里的铁牛拖回到岸边。
和尚用同样的办法把一只一只大铁牛都拖了回来。
这个和尚名怀丙,是当时出色的工程家。
"
254	2	"爱因斯坦上小学的时候，不爱说话，同学认为他笨，老师也不喜欢他。
有一天早晨，大家都把自己的手工课作业交给了老师。老师从一大堆泥鸭子、布娃娃、木制品中，拿出一个很不像样的小板凳，生气地问:“你们谁见过这么糟糕的小板凳？”孩子们都笑起来了，爱因斯坦却低下了头。老师看了他一眼，说:“世界上还有比这更糟糕的小板凳吗？”爱因斯坦站了起来，小声说:“有的。”
同学们惊奇地看着爱因斯坦，只见他从课桌里拿出两个更不像样的小板凳，说:“老师，这是我第一次和第二次做的，交给您的是我第三次做的。它虽然不好，但比这两个强一些。”老师看他这样努力，从此改变了对他的态度。
"
140	2	"牛顿是世界著名的科学家。
一天傍晚，牛顿在苹果树下乘凉。忽然，一个苹果从树上掉下来，落在他的身边。这件事人们都习以为常，他却感到好奇。他想：“苹果为什么会掉下来呢？”
“一定是因为它熟透了，”他自言自语，“可是，为什么苹果只向地面落，而不向天上飞，也不向左、向右跑呢？”
为了弄明白这个问题，他又反复地观察，专心地研究，终于发现了苹果落地的秘密。原来，这是因为地球有吸引力。
"
452	4	"母亲病了，住在医院里。我们兄弟姐妹轮流去守护。轮到我的那天，护士进来换床单，让母亲起来。母亲病的不轻，转身下床都很吃力。我赶紧说：“妈，你别动，我来抱你。”我左手托住母亲的脖子，右手托住她的腿弯，使劲一抱，没想到母亲轻轻的，我用力过猛，差点仰面摔倒。护士在后面扶了我一把，责怪说：“你使那么大劲干什么？”我说：“我没想到我妈这么轻。”护士问：“你以为你妈有多重？”我说：“我以为我妈有100多斤。”母亲说：“我这一生，最重的时候只有89斤。”
母亲竟然这么轻，我心里很难过。护士说：“亏你和你妈生活了几十年，眼力这么差。”我说：“如果你跟我妈生活几十年，你也会看不准的，”护士问：“为什么？”我说：“在我记忆中，母亲总是手里拉着我，背上背着妹妹，肩上再挑100多斤重的担子翻山越岭。这样年复一年，直到我们长大。我们长大后，可以干活了，但逢有重担，母亲总是叫我们放下，让她来挑。我一直以为母亲力大无穷，没想到她是用80多斤的身体，去承受那么重的担子。”
我愧疚地望着母亲那瘦小的脸。护士也动情地说：“大妈，你真了不起。”母亲笑了笑说：“提那些事干什么？哪个母亲不是这样过来的？”护士把旧床单拿走，铺上新床单，又很小心的把边边角角拉平，然后回头吩咐我：“把大妈放上去吧，轻一点。”
我突发奇想地说：“妈，你把我从小抱到大，我还没有好好抱过你一回呢。让我抱你入睡吧。”母亲说：“快把我放下，别让人笑话。”护士说：“大妈，你就让他抱一回吧。”母亲这才没有作声。
我坐在床沿上，把母亲抱在怀里，就像小时候母亲无数次抱我那样。为了让母亲容易入睡，我将她轻轻地摇动。护士不忍离去，静静地站在边上看着。母亲终于闭上眼睛。我以为母亲睡着了，准备把她放到床上去。可是，我忽然看见，有两行泪水从母亲的眼角流下来……
"
408	6	"战国时期，有个喜欢歌唱的青年，名叫薛谭。他得知秦青在歌唱方面很有造诣，便拜秦青为师。经过一段时间的学习，他有了很大进步，受到了同行的称赞。
薛谭自以为已经把老师的本领学到手了。于是有一天，他便去向秦青告别，秦青没有挽留他。第天，秦青在郊外设宴为他送行。在饮酒话别的时候，秦青打着拍子，唱了一支非常悲壮的歌曲，那高亢的歌声使周围的树木都颤动起来，天空中的流云都停了下来。
薛谭听得入了迷，意识到自己的骄傲自满有多么愚蠢。他十分惭愧地对秦青说：“老师，我原以为学得和您差不多了，现在才知道比老师差远了，请老师原谅我，让我继续跟您学习吧。”
秦青听了，笑了笑，让他留了下来。
"
678	4	"在某城市的中心，有一栋实验性的电脑住宅。这座住宅里安装了一百多台电脑，一切都由电脑指挥。
住宅的大门外有一根竖杆，上面安装着风向标。它同室内的电脑相连，将室外的温度、湿度、风力和风向等数据输入电脑。电脑根据这些气象资料，为主人提供一个既节能又舒适的家居环境。
要想进入住宅必须要输入密码。门口还装有微型摄像机，能将客人的面貌特征输入电脑。如果电脑确认你是“未经登记”的陌生人，你即便知道密码也无法将大门打开。这时，只有主人下达“同意入内”的指令后，大门才会打开。
进入住宅，轻松悦耳的乐曲会立即播放。沿着门厅走进会客室，发现里面只有几件家具。原来，其他物品都分门别类地放在地下仓库的“集装箱”里。需要的时候，可以通过电脑，将相关的“集装箱”调运到指定的地方，以便取出或放回物品。
厨房在一楼，里面有一套教人做菜的电脑装置。电脑储存了中餐、西餐和日本菜等的烹调方法的资料。它能告诉人们如何备料、烹饪，还能示范如何操作和自动控制烹炒的火候。
卧室在二楼，床头有一个写着“休息”二字的开关。主人在睡觉前，只要按一下开关，整栋房子便进入“休息状态”。除走廊等处留有必要的灯光外，其他地方的灯全部熄灭。这时，没有关闭的窗户自行关闭，空调系统减弱风力，房子四周的防盗报警装置进入工作状态。这一切将持续到第二天早晨主人起床为止。
浴室的装置也受电脑指挥，人们可以“预约”洗澡时间。如果想一回家就能洗上热水澡，可以给家里的电脑发指令，告知使用浴室的时间，到时候浴缸里便会放满热水，做好洗浴的准备。
住宅里的所有电脑全部设在“暗处”，在室内见不到。它们各有各的职能，分工负责，同时又互相连接，以便对环境作出综合判断，为主人提供舒适的生活条件。
"
792	3	"小骆驼在小溪边照“镜子”，小红马看见了，就喷着响鼻对小骆驼说：“你的脚掌又大又厚，眼皮上长着两层睫毛，背上还有两个肉疙瘩，多难看呀！”
小骆驼觉得挺委屈，就把小红马的话告诉了妈妈。骆驼妈妈看出了小骆驼的心事，，疼爱地对他说：“孩子，明天你跟我到沙漠里走一趟吧。”
第二天，小骆驼跟着妈妈走进了茫茫的大沙漠。妈妈指着脚下松散的沙子，对小骆驼说：“多亏我们的脚掌长得又大又厚，如果我们的脚也像小红马那样，陷进沙子里怎么拔得出来呢？”他们走哇，走哇，走了很远很远。望着无边无际的沙漠，小骆驼担心地问妈妈：“再走下去，我们饿了，怎么办呢？”妈妈说：我们背上的那两个肉疙瘩叫驼峰，里面贮存着养料，足够我们路上用的了。”
说话间，一阵风沙铺天盖地刮过来。妈妈让小骆驼俯下身子，闭上鼻孔和眼睛。一会儿，风沙过去了，小骆驼的鼻孔和眼睛里没进一点沙子。
沙漠旅行结束了，小骆驼默默地想:我们的驼峰、脚掌和睫毛在沙漠里有那么大的用处，我应该感到自豪才对呀！
"
595	1	"小鱼在池塘里遇到了青蛙，就上前打招呼：“青蛙大哥，你好！你在干什么？”青蛙说：“我在岸上玩了半天，太热了，来洗个澡。”
小鱼好奇地问：“岸上什么样？我从来没去过。”
青蛙的大眼睛转了一下，说：“那好办。你趴在我的背上，我背着你去看看。”
小鱼连连摆着尾巴，说：“不行，离开水我会干死的！”
青蛙的大眼睛转了两下，说：“有办法了！每天傍晚，我到池塘边来，给你讲讲岸上的故事。”
小鱼高兴地游到青蛙身边，亲了亲它，说：“太好了！谢谢你啦！”
从此，每天傍晚，池塘边就响起“呱呱“的叫声，那是青蛙在给小鱼讲岸上的故事呢。
"
1220	6	"一想到明天就要告别美丽的校园，告别朝夕相处的老师和同学，心中就涌起深深的眷恋之情。
还清楚地记得，六年前，我们依偎着爸爸妈妈，怀着对学校的憧憬、对老师的敬仰走进校园。绿草如茵的操场，窗明几净的教室，天真烂漫的同学，和蔼可亲的老师，散发着油墨香气的课本，一切都是那样诱人。
六年的学习生活多像一幅五彩斑斓的画卷！每天清晨，我们迎着朝阳跨进学校的大门，沉寂了一夜的校园，顿时荡漾起我们的欢声笑语。早操开始了，我们排着队进入操场。那整齐的动作，矫健的身姿，还真有几分军人的气概！上课铃响了，我们飞快地跑进教室。在课堂上，我们听得专心，读得动情，议得热烈，就像棵棵幼苗尽情地吮吸着知识的甘泉。
中午15分钟的写字，是我们每天的“必修课”。在优雅的乐曲声中，我们一笔一画地描红临帖，从那一个个方块字中，我们感受到了中华文化的博大精深。每周两次的课外兴趣小组活动，特别受到我们的欢迎。一到这个时候，我们便奔向各自喜爱的天地，有的学习电脑，有的排练合唱，有的外出写生，有的制作标本……
六年过去了，我们在这里茁壮成长。我们学到了不少知识和技能，懂得了怎样做人，更感受到了童年的欢乐和幸福。母校啊母校，这些都是您给予我们的精神财富，我们怎么能忘记！
敬爱的老师，回顾六年的历程，我们的每一点成绩，都凝聚着您的心血和汗水；我们的每一点进步，都离不开您的帮助和教诲。是您，引领我们在知识的海洋中尽情遨游；是您，和我们一起参加“雏鹰假日小队”活动；是您，为了指导我们科技小组搞小发明，利用星期天跑图书馆查阅资料……日夜操劳，您的额头上已爬满了皱纹；粉笔的灰尘，已把您的青丝染成了白发。然而，无论什么都改变不了您对教育事业的热爱和痴情；无论什么都改变不了您那颗永远年轻而富于创造的心。老师啊老师，您以自己的言行为我们树立了榜样。在我的心目中，您是天使，您是大树，您是海洋！
在这离别的时刻，敬爱的老师，我们要送给您一支歌，让您休息的时候听听我们的心声；我们要把火一样的诗句塞在您的枕下，让您在睡梦中也能感受到我们炽热的心跳。
七月的风儿把我们召唤，新的生活让我们向往。中学的大门向我们招手，新的集体把我们盼望。我们像小鸟张开翅膀，满怀美好的理想，向着蓝天自由地飞翔。
漫步美丽的校园，当年我们亲手栽下的一株株树苗，如今已经长成一棵棵小树。亲爱的同学们，在这离别的时刻，让我们再给小树施一次肥，浇一次水吧！等到这些小树长成参天大树，等到我们也成为祖国的栋梁，大家再来母校相聚，再来看望我们的老师，道一声：“老师，我们没有辜负您的希望！”
"
783	2	"清晨，小刺猬去森林里采果子。
在小路边，他看见一只小獾在学做木工。小獾已经做成了三个小板凳。板凳做得很粗糙。但是看得出，他做得很认真。
小刺猬走到小獾身边，拿起板凳仔细地看了看。他对小獾说：“你真能干，小板凳做得一个比一个好！”
“真的吗？”小獾高兴极了。
傍晚，小刺猬背着几个红红的大苹果，往家里走。
小獾见小刺猬来了，高兴地迎上去。他送给小刺猬一把椅子。小刺猬不好意思地说：“我怎么能要你的椅子呢？我可没干什么呀！”
小獾拉着小刺猬的手，说：“在我有点儿泄气的时候，是你称赞了我，让我有了自信。瞧，我已经会做椅子了。这是我的一点儿心意，收下吧。”
小刺猬连忙从背上取下两个大苹果，对小獾说：“留下吧，这也是我的一点儿心意！”
小獾接过苹果闻了闻，说：“你的苹果香极了，我从来没有见过这么好的苹果。”
小刺猬也高兴极了，说：“谢谢你，你的称赞消除了我一天的疲劳！”
"
531	5	"一座古朴典雅的“丝绸之路”巨型石雕，矗立在西安市玉祥门外。那驮着彩绸的一峰峰骆驼，高鼻凹眼的西域商人，精神饱满，栩栩如生。商人们在这个东方大都市开了眼界，正满载货物返回故乡。望着这座群雕，就仿佛看到了当年丝绸之路上商旅不绝的景象，仿佛听到了飘忽在大漠中的悠悠驼铃声……
公元前115年，一个天高气爽的早晨。
在伊朗高原北部，一位身着戒装的将军正在安息国边境守候。将军骑在高头大马上，身后兵马不计其数。这浩浩荡荡的大军奉安息国国王的命令，正在迎候远道面来的友好使节。
东方隐约传来一阵阵丁零丁零的驼铃声，士兵们循着铃声望去，远处出现了一支骆驼队，骆驼队前面飘扬着鲜艳的旗帜。
“来了！来了！”安息国博士兵欢呼起来。
“列队欢迎！”将军发出了命令。
骑兵迅疾分列两队，一左一右，摆成夹道欢迎的阵势。乐队奏起了军乐，人群一片欢腾。
中国使者从骑着的骆驼上下来，右手高擎节杖，满面笑容，大步向前走去。将军翻身下马，立正高呼：“本将军奉命率官兵欢迎大汉国使者！”中国使者抱拳，作揖还礼：“有劳将军远迎。我是博望侯张骞的副使，谨代表大汉皇帝向安息国国王陛下致敬！”将军还礼表示感谢。
中国使者指着身后的骆驼队，说道：“这是大汉皇帝敬赠安息国国王陛下的一点薄礼。”只见每峰骆驼的背上都驮着两个大包袱。打开包袱，各色绫罗绸缎，五彩缤纷。
安息国将军高兴地连连点头，说道：“盼望已久的大汉使者终于到了！我谨代表安息国国王陛下，向大汉皇帝的使者赠礼。他把手一招，四名士兵送上两个大礼盒。打开一看，里面装着许多特别大的鸟蛋，每个足有斤把重。这是当时中国没有的鸵鸟蛋。
中国使者正要道谢，将军又把手一招，走上两个人来，原来是魔术师。打头的一个拔出一把，匕首，插入自己嘴里，顿时吞了下去。只见他一拍肚子，匕首又从嘴里吐了出来。第二个则张开大口，喷出一团又一团火苗。魔术师的精彩表演，让在场的人们都看得惊呆了。将军含笑说道：“今天是个值得庆祝的日子，特地让他们前来助兴。”
中国使者拱手致谢，高兴地说：“没想到，一条道路将远隔千里的我们联系在了一起，这真是一条伟大的路呀！”
这仅仅是张骞出使西域后，东西方交流的生动一幕。张骞在此之前，于公元前138年曾历尽艰险出使过西域。公元前119年他第二次出使西域，加强了汉朝与西域各国的友好往来。从那以后，一队队骆驼商队在这漫长的商贸大道上行进，他们越过崇山峻岭，将中国的养蚕、缫丝、冶铁、造纸、凿井、灌溉等技术带向中亚、西亚和欧洲，将那里的葡萄、核桃、石榴、蚕豆、黄瓜、芝麻、无花果等食品带到我国，还有狮子、犀牛、良马等动物，也传进了我国。我国的音乐、舞蹈、绘画、雕刻，由于吸收了外来文化的长处，变得更加丰富多彩、美轮美奂。
两千多年后的今天，每当人们凝望“丝绸之路”巨型石雕，无不引起对往日商贸、文化繁荣的遐想……
"
1072	2	"日月潭是我国台湾省最大的一个湖。它在台湾省中部的山区。那里群山环绕，树木茂盛，周围有许多名胜古迹。
日月潭很深，湖水碧绿。湖中央有个美丽的小岛，叫光华岛。小岛把湖水分成两半，北边像圆圆的太阳，叫日潭；南边像弯弯的月亮，叫月潭。
清晨，湖面上飘着薄薄的雾。天边的晨星和山上的点点灯光，隐隐约约地倒映在湖水中。
中午，太阳高照，整个日月潭的美景和周围的建筑，都清晰地展现在眼前。要是下起蒙蒙细雨，日月潭好像披上轻纱，周围的景物一片朦胧，就像童话中的仙境。
日月潭风光秀丽，吸引了许许多多的中外游客。
"
1141	1	"丁丁写字，写来写去写不好。“对了，是我的纸不好！”他拿来冬冬的纸。
他用冬冬的纸写字，写来写去写不好。“对了，是我的笔不好！”他借来冬冬的笔。
他用冬冬的纸、冬冬的笔写字，写来写去写不好。“对了，是我的座位不好！”他跟冬冬换了座位。
他用冬冬的纸、冬冬的笔，在冬冬的座位上写字，写来写去还是写不好。“我还有什么东西不好呢？”
冬冬拿起丁丁丢掉的纸和笔，坐在丁丁的座位上，身子坐正，一笔一画认认真真地写，字写得很好。
丁丁明白了：“不是我的纸、我的笔、我的座位不好，是我自己做得不好。”
他像冬冬一样，身子坐正，一笔一画认认真真地写。他的字也写好了！
"
1130	5	"1941年秋，日寇集中兵力，向我晋察冀根据地大举进犯。当时，七连奉命在狼牙山一带坚持游击战争。经过一个多月英勇奋战，七连决定向龙王庙转移，把掩护群众和连队转移的任务交给了六班。
为了拖住敌人，七连六班的五个战士一边痛击追上来的敌人，一边有计划地把大批敌人引上了狼牙山。他们利用险要的地形，把冲上来敌人一次又一次地打了下去。班长马宝玉沉着地指挥战斗，让敌人走近了，才下命令狠狠地打。副班长葛振林打一检录就大吼一声，好像细小的枪口喷不完他的满腔怒火。战士宋学义扔手榴弹总要把胳膊抢一个圈，好使出浑身的力气。胡德林和胡福才这两个小战士把脸绷得紧紧的，全神贯注地瞄准敌人射击。敌人始终不能前进一步。在崎岖的山路上，横七竖八地躺着许多敌人的尸体。
五位战士胜利地完成了掩护任务，准备转移。面前有两条路：一条通往主力转移的方向，走这条路可以很快追上连队，可是敌人紧跟在身后；另一条是通向狼牙山的顶峰棋盘陀，那儿三面都是悬崖绝壁。走哪条路呢？为了不让敌人发现群众和连队主力，班长马宝玉斩钉截铁地说了一声“走！”带头向棋盘陀走去。战士们热血沸腾，紧跟在班长后面。他们知道班长要把敌人引上绝路。
五位壮士一面向顶峰攀登，一面依托大树和岩石向敌人射击。山路上又留下了许多具敌人的尸体。到了狼牙山峰顶，五位壮十居高临下，继续向紧跟在身后的敌人射击。不少敌人坠落山涧，粉身碎骨。班长马宝玉负伤了，子弹都打完了，只有胡福才手里还剩下一颗手榴弹。他刚要拧开盖子，马宝玉抢前一步，夺过手榴弹插在腰间，他猛地举起一块磨盘大的石头，大声喊道：“同志们！用石头砸！”顿时，石头像雹五一样，带着五位壮士的决心，带着中国人民的仇恨，向敌人头上砸去。山坡上传来一阵员里呱啦的叫声，敌人纷纷滚落深谷。
又一群敌人扑上来了。马宝玉嗖的一声拔出手榴弹，拧开盖子，用尽全身力扔向敌人。随着一声巨响，手榴弹在敌群中开了花。
五位壮士屹立在狼牙山顶峰，眺望着群众和部队主力远去的方向。他们回头望望还在向上爬的敌人，脸上露出胜利的喜悦。班长马宝玉激动地说：“同志们，我们的任务胜利完成了！”说罢，他把那支从敌人手里夺来的枪砸碎了，然后走到悬崖边上，像每次发起冲锋一样，第一个纵身跳下深谷。战士们也昂首挺胸相继从悬崖往下跳。狼牙山上响起了他们壮烈豪迈的口号声：
“打倒日本帝国主义！”
“中国共产党万岁！”
这是英雄的中国人民坚强不屈的声音！这声音惊天动地，气壮山河！
"
1144	2	"狐狸在树林里找吃的。他来到一棵大树下，看见乌鸦正站在树枝上，嘴里叼着一片肉。狐狸馋得直流口水。
他眼珠一转，对乌鸦说：“亲爱的乌鸦，您好吗？”乌鸦没有回答。
狐狸赔着笑脸说：“亲爱的乌鸦，您的孩子好吗？乌鸦看了狐狸一眼，还是没有回答。
狐狸又摇摇尾巴说：”亲爱的乌鸦，您的羽毛真漂亮，麻雀比起您来，可就差多了。您的嗓音真好，谁都爱听您唱歌，您就唱几句吧！”
乌鸦听了狐狸的话，非常得意，就唱了起来。“哇……”她刚一开口，肉就掉了下来。
狐狸叼起肉，一溜烟跑掉了。
"
570	1	"我画了个绿绿的太阳，挂在夏天的天空。高山、田野、街道、校园，到处一片清凉。
我画了个金黄的太阳，送给秋天。果园里，果子熟了。金黄的落叶忙着邀请小伙伴，请他们尝尝水果的香甜。
我画了个红红的太阳，照亮冬天。阳光温暖着小朋友冻僵的手和脸。
春天，春天的太阳该画什么颜色呢？噢，画个彩色的。因为春天是个多彩的季节。
"
427	3	"我并不是个固执自私的男孩儿,然而我要向别人承认错误,那真是一件比挨二十大板还难受的事。但那一次,我超越了自己。
其实那不过是一件小事。一天中午,我正在练字,同桌陆叶突然撞了我一下,我抬手一挡,没想到手中的铅笔把他的下巴划破了,他哭了。我一时不知所措,窘得满脸通红。同学们急忙去叫老师。
老师走进教室,说来也奇怪,她一点儿没有发火,只是轻轻地问我:“陈刚,这是怎么回事？”“我——我——”我支支吾吾地说不出一个字来,泪水在眼眶里直打转。老师转过脸看了看陆叶的伤口,关切地问:“疼吗？”这下陆叶哭得更厉害了,老师亲切地拍了拍他的肩膀,说:“只是划破点皮,以后彼此都应该小心点。陈刚,你道个歉,好吗？”
教室里静得出奇,我知道大家都在等我开口,可不知怎的,我的嗓子眼里像堵了块石头似的,连一个字都吐不出。我愣愣地站在同桌面前,不敢看任何人的脸,但我能感觉道老师正在期待地看着我。老师啊,您为什么非得让我开口呢？我又不是故意的。在心里,我不知道已经责备自己多少遍了。
时间仍在一分一秒地过去,同学们都急了,好朋友凑到我的耳朵边轻声说:“说吧,快说吧！”
是啊,只要说出“对不起”三个字,我就可以回到自己的座位上,老师会原谅我,同桌会原谅我,同学们也不会责备我。可是,要说出这三个字,真的好难好难。
“陈刚,说吧,大家都没有怪你。”老师亲切地抚摸着我的头说。
是啊,不管是不是故意的,伤害和影响了别人,就应该说声“对不起”,这有什么好犹豫的呢？同学们平时不都是这样做的吗？想到这里,我鼓足勇气,大声说:“陆叶,对不起。”陆叶很自然地说了声“没关系”。
事情就这样结束了。从此,我和陆叶更要好了。
"
907	2	"阿德早早地起了床。今天上午10点，他要乘坐21世纪最新的载人飞船，到火星上去旅游，并顺便去月球看望移居到那里的亲人。
离飞船起飞的时间还有半个小时，怎么打发这段时光呢阿德拨通了可视电话，要跟月球上的外婆聊聊天。
外婆出现在电话的屏幕上。“外婆，您好！两个小时以后就能见到您了。”“这么快呀！”“当然喽！我这次坐的飞船是新型的。“
“外婆，听说月球上的科研人员已研制出了无污染的太阳能汽车，市场上有卖的吗“
“噢！大商场里都有！“
阿德打开掌上电脑，进入月球最大的网上销售中心。“我要预订这辆太阳能汽车，下午两点来取……”
“亲爱的旅客，飞船就要起飞了，请系好安全带。”“呜——“飞船长鸣一声飞向太空。这时，阿德的安全带还没系好，他从椅子上滑了下来！
“哎呀！“阿德大叫一声。睁开眼一看，原来是一场梦。
"
339	2	"我们农村孩子有自己的玩具和游戏。
春天，我们采来山花和柳条，编成花环戴在头上。我们摘片树叶放在嘴里吹口哨，引得小鸟跟着叫。
夏天，我们喜欢自己做抄网，去河边捉小鱼和小虾。我们喜欢打水漂，看石片在水里钻进钻出。我们还经常举行游泳比赛，不管自由式，还是狗刨式，只要游在前面就是冠军。
秋天，丰收的场院真热闹。我们拿着自制的木枪玩打仗，把草垛当成堡垒，曲曲折折的地形还真让人摸不着头脑。我们也爱玩捉迷藏，把自己藏在草堆里，叫你半天也找不到。
冬天，冰天雪地更有趣。我们堆雪人，打雪仗，钉一个小雪橇，尖叫着从高坡上滑下。男孩子削了个木陀螺，在冰面上把它抽得团团转。女孩子自己缝沙包，丢来丢去真开心。
我们喜欢自己动手做玩具，喜欢在户外做游戏。我们有自己的玩法，我们特别快乐。
"
890	2	"古时候，有一位下围棋的能手，名叫秋，他的棋艺远近闻名。
有两个学生拜秋为师，跟他学下棋。一个学生专心致志，一边听一边看老师在棋盘上布子，有不明白的地方还要问上几句。另一个学生呢，听着听着就走了神儿，好像看到一只美丽的天鹅正从远处飞来。他想，要是用弓箭把它射下来该有多好哇！想着想着，双手不由得做出了拉弓射箭的动作。老师发现了，提醒他注意听讲。可他只听了一会儿，又去想别的事了。
后来，一个学生成了出色的棋手，而另一个学生棋艺一直没有多大长进。
"
205	5	"爱美大概也算是人的天性吧。宇宙间美的东西很多，花在其中占重要的地位。爱花的民族也很多，德国在其中占重要的地位。
四五十年以前我在德国留学的时候，曾多次对德国人爱花之真切感到吃惊。家家户户都在养花。他们的花不像在中国那样，养在屋子里，他们是把花都栽种在临街窗户的外面。花朵都朝外开，在屋子里只能看到花的脊梁。我曾问过我的女房东：你这养花是给别人看的吧！她莞尔一笑，说：“正是这样！”
正是这样，也确实不错。走过任何一条街，抬头向上看，家家户户的窗子前都是花团锦簇、姹紫嫣红。许多窗子连接在一起，汇成了一个花的海洋，让我们看的人如入山阴道上，应接不暇。每一家都是这样，在屋子里的时候，自己的花是让别人看的；走在街上的时候，自己又看别人的花。人人为我，我为人人。我觉得这一种境界是颇耐人寻味的。
今天我又到了德国，刚一下火车，迎接我们的主人问我：“你离开德国这样久，有什么变化没有？”我说：“变化是有的，但是美丽并没有改变。”我说“美丽”指的东西很多，其中也包含着美丽的花。我走在街上，抬头一看，又是家家户户的窗口上都开满了鲜花。多么奇丽的景色！多么奇特的民族！我仿佛又回到四五十年前，我做了一个花的梦，做了一个思乡的梦。
"
641	1	"雨过天晴，
一道彩虹高高挂在天空。
丁丁说，彩虹是一座神奇的桥，
我想从这座桥上走过，
去看看遥远的银河。
冬冬说，
彩虹是一条美丽的项链，
天上的仙女戴上它，
一定会更加好看。
小弟弟问：
如果从彩虹顶上滑下，
会是哪里？
能不能到太空人的家？
小妹妹问：
是谁让彩虹这样美丽？
是谁为它画了七彩衣？
谁有这样巨大的笔？
彩虹的颜色越来越淡，
渐渐地，它回到了白云中间。
"
675	2	"父亲一生最喜欢树林，还有爱唱歌的鸟。
童年的时候，一天清晨，父亲带着我从一片树林边走过。
父亲突然站定，朝雾蒙蒙的树林，上上下下地望了又望，用鼻子闻了又闻。他喃喃地说：“林子里有不少鸟。”
我并没有看见一只鸟飞，也没有听到一声鸟叫。
父亲指着一根树枝对我说：“看那里，没有风，叶子为什么在动？嗯，还有鸟味。”父亲的话音很轻，生怕惊动了鸟。
我只闻到浓浓的草木气味，没有闻到鸟的气味。
“鸟也有气味？”
“有。在树林里过夜的鸟总是一群一群的，羽毛焐得热腾腾的。”
父亲又说：“听，鸟要唱歌了。”
我们刚坐下，鸟就唱了起来。
父亲说：“这是树林和鸟最快活的时刻。”
我知道父亲这时也最快活。
父亲又对我说：“在鸟最快活的时刻，在鸟飞离树枝的那一瞬间，最容易被猎人打中。”
我奇怪地问：“为什么？”
父亲说：“黎明时的鸟，翅膀潮湿，飞起来重。”
我真高兴，父亲不是猎人。
"
396	3	"战国时候，齐宣王喜欢听吹竽，又喜欢讲排场，他手下吹竽的乐队就有三百人。他常常叫这三百人一齐吹竽给他听。
有个南郭先生到齐宣王那里，请求参与吹竽队，齐宣王给他很高的待遇，把他编在吹竽队。其实，南郭先生不会吹竽。演奏的时候，他就鼓着腮帮捂着竽眼儿，装腔作势，混在队里充数。他混过了一次又一次，都没有人发觉。
后来，齐宣王死了，他的儿子齐湣王继承了王位。齐湣王也爱听吹竽。但是他不喜欢听大家一起吹，改成一个挨一个地吹给他听。
听到这个消息，南郭先生只好偷偷地溜走了。
"
1186	3	"很久很久以前，洪水淹没了村庄和田野，房屋倒塌了，牲畜被冲走了，庄稼也被冲毁了，人们只好四处逃荒。
见到人们受苦，鲧很着急，就把天上的土偷下来，去堵塞洪水。这种土叫息壤，能自生自长，永远用不完，可还是堵不住洪水。天帝知道鲧偷了息壤，大怒，命令火神把鲧处死。鲧在临死前叮嘱儿子禹“一定要把洪水治好”。
禹改变了父亲的做法，带领人们开凿了龙门，挖通了九条河，垒起堤坝，把洪水引到东边的大海里。晚上，他常常睡在草丘山冈，天蒙蒙亮就又出发了。他的脚长年泡在泥水中，脚跟都烂了，他只好拄着棍子走路。
为了治水，禹三十岁才结婚，在家仅仅住了四天，就告别了妻子。禹治水十年，曾经三次路过家门，却顾不得进去看一看。
洪水终于退了，大地又恢复了欣欣向荣的景象。禹因此成为人们世世代代敬仰和爱戴和英雄。
"
